"ID" "Dam" "Sire" "phenotype"
"d73" NA NA 56.6089279849314
"d74" NA NA 35.1473218602795
"d75" NA NA 31.9677836292747
"d76" NA NA 46.3530230221861
"d77" NA NA 61.7790659611102
"d78" NA NA 44.4286233289949
"d79" NA NA 46.8323949684328
"d80" NA NA 53.703475882879
"d81" NA NA 34.4937290735691
"d82" NA NA 39.9478107675964
"d83" NA NA 40.4154769903624
"d84" NA NA 57.9009818106124
"d85" NA NA 60.0908494375109
"d86" NA NA 56.6060749063464
"d87" NA NA 37.1322875814773
"d88" NA NA 55.9984052398806
"d89" NA NA 43.3015347677962
"d90" NA NA 41.8559473955537
"o1" "d1" "s1" 58.8940949295458
"o2" "d1" "s1" 35.4064220452907
"o3" "d1" "s1" 53.328250345694
"o4" "d1" "s1" 50.1161762666403
"o5" "d2" "s1" 44.6300861986595
"o6" "d2" "s1" 53.1265716156223
"o7" "d2" "s1" 55.9686288681283
"o8" "d2" "s1" 32.8299822150375
"o9" "d3" "s1" 61.7446374666711
"o10" "d3" "s1" 49.4340100080702
"o11" "d3" "s1" 62.2632407167818
"o12" "d3" "s1" 43.5821388073998
"o13" "d4" "s2" 45.7735953592728
"o14" "d4" "s2" 52.1762980277264
"o15" "d4" "s2" 54.2384244876579
"o16" "d4" "s2" 47.3681402187712
"o17" "d5" "s2" 62.9870737195267
"o18" "d5" "s2" 58.4124697247281
"o19" "d5" "s2" 60.2153222719226
"o20" "d5" "s2" 64.7210794003129
"o21" "d6" "s2" 48.8178259406476
"o22" "d6" "s2" 52.3377537855048
"o23" "d6" "s2" 38.6553686206764
"o24" "d6" "s2" 33.7205040908322
"o25" "d7" "s3" 55.7043570136566
"o26" "d7" "s3" 46.4178170741058
"o27" "d7" "s3" 68.5013436328141
"o28" "d7" "s3" 45.5435623228984
"o29" "d8" "s3" 46.0419374501875
"o30" "d8" "s3" 55.5439752980287
"o31" "d8" "s3" 49.8110517688126
"o32" "d8" "s3" 40.6798382783301
"o33" "d9" "s3" 52.8032340198546
"o34" "d9" "s3" 62.3418314540677
"o35" "d9" "s3" 48.0734401645705
"o36" "d9" "s3" 58.4712167780616
"o37" "d10" "s4" 51.2620053159574
"o38" "d10" "s4" 58.281535458159
"o39" "d10" "s4" 65.2851687338208
"o40" "d10" "s4" 59.0154587524499
"o41" "d11" "s4" 48.4806141190913
"o42" "d11" "s4" 34.3004992509674
"o43" "d11" "s4" 45.3981634709362
"o44" "d11" "s4" 64.7021018986205
"o45" "d12" "s4" 45.4541952536319
"o46" "d12" "s4" 49.8377988753704
"o47" "d12" "s4" 50.9012269606074
"o48" "d12" "s4" 39.9935632582146
"o49" "d13" "s5" 57.7274924742954
"o50" "d13" "s5" 31.9172751506536
"o51" "d13" "s5" 42.6575603935864
"o52" "d13" "s5" 50.6780734693531
"o53" "d14" "s5" 39.4204087229094
"o54" "d14" "s5" 53.084336211239
"o55" "d14" "s5" 52.2284414851785
"o56" "d14" "s5" 46.6724481791487
"o57" "d15" "s5" 46.9236335533959
"o58" "d15" "s5" 46.0875495964042
"o59" "d15" "s5" 38.8539909820616
"o60" "d15" "s5" 17.7060567823031
"o61" "d16" "s6" 59.9569672472277
"o62" "d16" "s6" 39.3831158584373
"o63" "d16" "s6" 43.356305748414
"o64" "d16" "s6" 50.8361208467574
"o65" "d17" "s6" 38.9565962224555
"o66" "d17" "s6" 56.8797294799924
"o67" "d17" "s6" 74.3162672182877
"o68" "d17" "s6" 49.3995602872686
"o69" "d18" "s6" 55.327639679419
"o70" "d18" "s6" 53.2295928723381
"o71" "d18" "s6" 53.7343573531536
"o72" "d18" "s6" 44.9189399645147
"o73" "d19" "s7" 54.9357488953672
"o74" "d19" "s7" 65.4431579248434
"o75" "d19" "s7" 54.3900847571683
"o76" "d19" "s7" 46.2635678559569
"o77" "d20" "s7" 64.928994779013
"o78" "d20" "s7" 65.5790356430236
"o79" "d20" "s7" 58.5584512982361
"o80" "d20" "s7" 56.7965024337641
"o81" "d21" "s7" 50.8119889395537
"o82" "d21" "s7" 70.1112915365177
"o83" "d21" "s7" 54.4518732180633
"o84" "d21" "s7" 65.2087673363675
"o85" "d22" "s8" 51.0490292756092
"o86" "d22" "s8" 53.7121696018761
"o87" "d22" "s8" 60.737711403015
"o88" "d22" "s8" 61.4263208239583
"o89" "d23" "s8" 68.5802049848721
"o90" "d23" "s8" 67.4069249500699
"o91" "d23" "s8" 46.9697757178341
"o92" "d23" "s8" 53.2982541703013
"o93" "d24" "s8" 56.098880474331
"o94" "d24" "s8" 60.6590523663236
"o95" "d24" "s8" 49.9803742692147
"o96" "d24" "s8" 51.7071341108186
"o97" "d25" "s9" 38.5470450161725
"o98" "d25" "s9" 57.4365503348
"o99" "d25" "s9" 46.6792476357748
"o100" "d25" "s9" 61.6722639167861
"o101" "d26" "s9" 48.716364419619
"o102" "d26" "s9" 50.4081016871266
"o103" "d26" "s9" 59.5265787450331
"o104" "d26" "s9" 63.3587513741612
"o105" "d27" "s9" 55.8766318315269
"o106" "d27" "s9" 53.4342382590854
"o107" "d27" "s9" 70.8331915309362
"o108" "d27" "s9" 41.0449625946723
"o109" "d28" "s10" 54.8795305272305
"o110" "d28" "s10" 38.707371422795
"o111" "d28" "s10" 47.2170862899193
"o112" "d28" "s10" 39.0888781800769
"o113" "d29" "s10" 55.0766922789736
"o114" "d29" "s10" 40.8395197294079
"o115" "d29" "s10" 33.0672899635812
"o116" "d29" "s10" 35.2749024603697
"o117" "d30" "s10" 44.4575259224626
"o118" "d30" "s10" 58.4442684676971
"o119" "d30" "s10" 44.2313344166264
"o120" "d30" "s10" 48.6983313133772
"o121" "d31" "s11" 47.8202801374381
"o122" "d31" "s11" 43.7075460423544
"o123" "d31" "s11" 57.6970511924805
"o124" "d31" "s11" 40.2144354983905
"o125" "d32" "s11" 26.551962036868
"o126" "d32" "s11" 27.3227113948247
"o127" "d32" "s11" 32.7413390005313
"o128" "d32" "s11" 29.3011163501839
"o129" "d33" "s11" 41.0034617652486
"o130" "d33" "s11" 49.788130204287
"o131" "d33" "s11" 46.1236436283877
"o132" "d33" "s11" 55.518830065904
"o133" "d34" "s12" 52.1264726783508
"o134" "d34" "s12" 52.2971683932129
"o135" "d34" "s12" 44.9740752929679
"o136" "d34" "s12" 36.5606921424975
"o137" "d35" "s12" 35.291264575315
"o138" "d35" "s12" 69.1481362996025
"o139" "d35" "s12" 62.0785581710585
"o140" "d35" "s12" 53.54005857079
"o141" "d36" "s12" 53.0486333322879
"o142" "d36" "s12" 48.0403035509898
"o143" "d36" "s12" 50.6219412742296
"o144" "d36" "s12" 58.5743739792691
"o145" "d37" "s13" 36.7653614093283
"o146" "d37" "s13" 46.6309892021871
"o147" "d37" "s13" 44.5991870402651
"o148" "d37" "s13" 49.4697672690518
"o149" "d38" "s13" 30.4782936119894
"o150" "d38" "s13" 54.3635106087771
"o151" "d38" "s13" 55.0592583455384
"o152" "d38" "s13" 55.4344237607649
"o153" "d39" "s13" 55.3823948296269
"o154" "d39" "s13" 60.3037293964976
"o155" "d39" "s13" 50.2572988478883
"o156" "d39" "s13" 54.7365359981389
"o157" "d40" "s14" 36.5701887680377
"o158" "d40" "s14" 51.1646087222694
"o159" "d40" "s14" 53.8029121440599
"o160" "d40" "s14" 39.1809329787988
"o161" "d41" "s14" 72.457454404807
"o162" "d41" "s14" 62.2907341959564
"o163" "d41" "s14" 64.9763756863829
"o164" "d41" "s14" 64.7845812449266
"o165" "d42" "s14" 58.7644987169944
"o166" "d42" "s14" 52.1435154206449
"o167" "d42" "s14" 54.3028212076462
"o168" "d42" "s14" 68.8261025497117
"o169" "d43" "s15" 46.5142122729562
"o170" "d43" "s15" 33.6838601161414
"o171" "d43" "s15" 34.2118878614302
"o172" "d43" "s15" 41.0765134378646
"o173" "d44" "s15" 58.3444909451317
"o174" "d44" "s15" 55.5392075844014
"o175" "d44" "s15" 59.0549286435087
"o176" "d44" "s15" 55.5351595415172
"o177" "d45" "s15" 54.5422930477238
"o178" "d45" "s15" 42.2786178473916
"o179" "d45" "s15" 45.3301354208954
"o180" "d45" "s15" 47.6141960743098
"o181" "d46" "s16" 37.8173348838424
"o182" "d46" "s16" 49.670892774849
"o183" "d46" "s16" 60.652804350863
"o184" "d46" "s16" 56.3900998527824
"o185" "d47" "s16" 53.681593957337
"o186" "d47" "s16" 54.3925422261815
"o187" "d47" "s16" 53.697932828945
"o188" "d47" "s16" 47.6816432726637
"o189" "d48" "s16" 41.9566645993483
"o190" "d48" "s16" 60.2601754269138
"o191" "d48" "s16" 56.4346797507489
"o192" "d48" "s16" 58.0993213294034
"o193" "d49" "s17" 55.2658898605814
"o194" "d49" "s17" 46.2328957415113
"o195" "d49" "s17" 52.4302506859537
"o196" "d49" "s17" 48.3027219825909
"o197" "d50" "s17" 39.7801403364737
"o198" "d50" "s17" 31.4467995745163
"o199" "d50" "s17" 33.7543792531272
"o200" "d50" "s17" 46.4214453804145
"o201" "d51" "s17" 61.427393846586
"o202" "d51" "s17" 52.055543087419
"o203" "d51" "s17" 45.142681153718
"o204" "d51" "s17" 50.2678296651283
"o205" "d52" "s18" 56.3567772001
"o206" "d52" "s18" 45.7666199103589
"o207" "d52" "s18" 63.0281684638709
"o208" "d52" "s18" 41.5730388162056
"o209" "d53" "s18" 54.6794898861246
"o210" "d53" "s18" 54.4968753283101
"o211" "d53" "s18" 62.0194237195743
"o212" "d53" "s18" 40.5339088896659
"o213" "d54" "s18" 50.6247009619616
"o214" "d54" "s18" 38.0521807621869
"o215" "d54" "s18" 47.1182678759006
"o216" "d54" "s18" 51.5385392532331
"o217" "d55" "s19" 58.0327707985229
"o218" "d55" "s19" 52.7122101885488
"o219" "d55" "s19" 53.7812885600385
"o220" "d55" "s19" 58.5924047934949
"o221" "d56" "s19" 43.3817340648163
"o222" "d56" "s19" 64.2066895325726
"o223" "d56" "s19" 53.2351262334524
"o224" "d56" "s19" 46.0958898306965
"o225" "d57" "s19" 44.6175123086613
"o226" "d57" "s19" 38.0434371679605
"o227" "d57" "s19" 49.4207670414438
"o228" "d57" "s19" 43.1766814719819
"o229" "d58" "s20" 52.1602870874689
"o230" "d58" "s20" 60.881074781367
"o231" "d58" "s20" 59.8826156172464
"o232" "d58" "s20" 53.4993422846306
"o233" "d59" "s20" 62.3266425556979
"o234" "d59" "s20" 63.3477406938407
"o235" "d59" "s20" 50.1523144575947
"o236" "d59" "s20" 57.4882227175582
"o237" "d60" "s20" 46.3883101645716
"o238" "d60" "s20" 58.575253915696
"o239" "d60" "s20" 48.923727252872
"o240" "d60" "s20" 31.0019040488709
"o241" "d61" "s21" 53.2199967154539
"o242" "d61" "s21" 35.667352658211
"o243" "d61" "s21" 40.4712787642866
"o244" "d61" "s21" 66.2318581308944
"o245" "d62" "s21" 51.5666780001052
"o246" "d62" "s21" 39.0161673802502
"o247" "d62" "s21" 46.7902762696921
"o248" "d62" "s21" 26.6488135741189
"o249" "d63" "s21" 40.88919988667
"o250" "d63" "s21" 42.787769246118
"o251" "d63" "s21" 48.9252224379259
"o252" "d63" "s21" 36.4768629796951
"o253" "d64" "s22" 45.8050006073036
"o254" "d64" "s22" 48.6165471587724
"o255" "d64" "s22" 63.0769603655592
"o256" "d64" "s22" 45.4042634653315
"o257" "d65" "s22" 35.2036813021429
"o258" "d65" "s22" 32.4246922985763
"o259" "d65" "s22" 39.9258877706609
"o260" "d65" "s22" 32.509457508985
"o261" "d66" "s22" 38.6255713850621
"o262" "d66" "s22" 45.9022112790046
"o263" "d66" "s22" 38.9676875771109
"o264" "d66" "s22" 54.5591191519994
"o265" "d67" "s23" 55.0169085098694
"o266" "d67" "s23" 24.4826764052933
"o267" "d67" "s23" 44.8978062325186
"o268" "d67" "s23" 40.9991232514563
"o269" "d68" "s23" 53.8031210178379
"o270" "d68" "s23" 54.064822982951
"o271" "d68" "s23" 31.7634502909853
"o272" "d68" "s23" 42.5618939156329
"o273" "d69" "s23" 47.9318374144879
"o274" "d69" "s23" 46.4501829582168
"o275" "d69" "s23" 58.4278149098782
"o276" "d69" "s23" 45.4988828786277
"o277" "d70" "s24" 38.2941789505517
"o278" "d70" "s24" 41.5066149089684
"o279" "d70" "s24" 34.2125957179078
"o280" "d70" "s24" 38.8675027013589
"o281" "d71" "s24" 52.8609297683872
"o282" "d71" "s24" 36.3393573703428
"o283" "d71" "s24" 31.7987554717183
"o284" "d71" "s24" 39.7992964590462
"o285" "d72" "s24" 55.8076892842165
"o286" "d72" "s24" 34.7910881607469
"o287" "d72" "s24" 44.5377345956951
"o288" "d72" "s24" 40.5561705943469
"o289" "d73" "s25" 61.4325003100437
"o290" "d73" "s25" 55.406574575263
"o291" "d73" "s25" 63.7491532015847
"o292" "d73" "s25" 51.2917474264432
"o293" "d74" "s25" 48.6467197035214
"o294" "d74" "s25" 44.2565044798008
"o295" "d74" "s25" 47.5394882928919
"o296" "d74" "s25" 43.1424248498091
"o297" "d75" "s25" 60.81449725639
"o298" "d75" "s25" 65.4113024920288
"o299" "d75" "s25" 42.335344888857
"o300" "d75" "s25" 47.0554297276529
"o301" "d76" "s26" 65.4948158761723
"o302" "d76" "s26" 59.5515928726295
"o303" "d76" "s26" 47.4041111255526
"o304" "d76" "s26" 46.2063673725948
"o305" "d77" "s26" 71.2022260364124
"o306" "d77" "s26" 84.0102348297674
"o307" "d77" "s26" 73.8982122197274
"o308" "d77" "s26" 55.6248560426984
"o309" "d78" "s26" 63.7334004758522
"o310" "d78" "s26" 53.7454812798402
"o311" "d78" "s26" 52.3168611610561
"o312" "d78" "s26" 60.0213240173395
"o313" "d79" "s27" 34.2301801434146
"o314" "d79" "s27" 45.8983618707466
"o315" "d79" "s27" 63.7229401932494
"o316" "d79" "s27" 59.8200919180431
"o317" "d80" "s27" 38.9339313345814
"o318" "d80" "s27" 59.8736665539612
"o319" "d80" "s27" 44.2738639186674
"o320" "d80" "s27" 50.5251015687726
"o321" "d81" "s27" 39.2678539922634
"o322" "d81" "s27" 37.9584658821478
"o323" "d81" "s27" 49.161458232188
"o324" "d81" "s27" 54.9467731047834
"o325" "d82" "s28" 49.6852533273148
"o326" "d82" "s28" 34.2577954689194
"o327" "d82" "s28" 51.3931377330283
"o328" "d82" "s28" 56.4661694388748
"o329" "d83" "s28" 40.3192796073149
"o330" "d83" "s28" 47.685825541156
"o331" "d83" "s28" 41.8280151638772
"o332" "d83" "s28" 37.8329498253727
"o333" "d84" "s28" 27.3791814659941
"o334" "d84" "s28" 49.370388458867
"o335" "d84" "s28" 46.7546221774078
"o336" "d84" "s28" 43.3228367130226
"o337" "d85" "s29" 59.1861701008221
"o338" "d85" "s29" 55.0433904425618
"o339" "d85" "s29" 74.1735572488061
"o340" "d85" "s29" 59.6647172464519
"o341" "d86" "s29" 60.2659977259079
"o342" "d86" "s29" 48.773777447677
"o343" "d86" "s29" 57.0766928136131
"o344" "d86" "s29" 65.0056554254431
"o345" "d87" "s29" 44.8549503597786
"o346" "d87" "s29" 56.6154206193854
"o347" "d87" "s29" 54.7693758739355
"o348" "d87" "s29" 63.6740998610539
"o349" "d88" "s30" 50.8494079727951
"o350" "d88" "s30" 44.755264352485
"o351" "d88" "s30" 59.3121741523781
"o352" "d88" "s30" 46.0212041237398
"o353" "d89" "s30" 36.6274062617412
"o354" "d89" "s30" 49.2922881587427
"o355" "d89" "s30" 38.4084411536477
"o356" "d89" "s30" 52.4818779143557
"o357" "d90" "s30" 45.1221708527202
"o358" "d90" "s30" 34.0556998442829
"o359" "d90" "s30" 49.9333409341952
"o360" "d90" "s30" 45.5488003536964
